,ASIN,Nom du produit,Marque,COGS,COGS LM (%),COGS SPLY (%),Unités,Unités LM (%),Unités SPLY (%),Retours,Retours LM (%),Retours SPLY (%),Source (Fabrication ou Approvisionnement),is_in_vendor_central,Item no.,EAN,Item,Extras,Size,Description Item,Cat. 1,Cat. 2,Cat. 3,Cat. 4,Visible,Title Content,Variations,Brand store URL,Images,Videos,AI summary,Code,Catalogue,Ads Impressions CM,Ads Clicks CM,Ads CTR CM,Ads Units 14d CM,Ads Costs CM,Ads RoAS CM,Ads CVR CM,Sell-out CM,Sell-out PM,Total sell-out CM,Total sell-out PM,Units CM,Units PM,SRP,Margin,Replacements CM,Replacements PM,Stock,Stock value,Total stock,Total stock value,Reviews,Avg. stars,Stars,Coverage,Rank 1,Rank 2,Buy Box,Buy Box PM,Days not Buy Box,Views CM,Views PM,CVR CM,CVR PM,is_in_amvisor,Net PPM,Net PPM SPLY,extract_date,annee,mois
10,B00005KHTC,"Hama Filtre polarisant (circulaire, Traité, 62mm, 2 couches par face) Noir",Hama,20.22,0.0,,1.0,0.0,,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.48,23.944626150452574,2025-02,2025,2
11,B00005KHTD,"Hama Filtre Polarisant Circulaire 67mm, Traité Double Couche par Face, Monture Métalique Noir Epaisseur 6mm",Hama,23.5,,,1.0,,,,,,1_fab,True,00072567,4007249725677,"Hama Filtre polarisant circulaire, Traité",,,REGULAR,Photo & Accessories,Optics & Cleaning,Camera,Filters,Yes,"Hama Filtre polarisant (circulaire, Traité, 67mm, 2 couches par face) Noir",B00005K4A4 B00005K4A5 B00005KHT8 B00005KHT9 B00005KHTA B00005KHTB B00005KHTC B00005KHTD B00005KHTE B00005QF8K B00006J4JQ B00006J4JR B00006JDQ1 B006JWQD72 B006JXO4AE B006JXO6UW B006JXO6YS B006JXO76A B006JXO8E6 B006JYGHQC B006JYGKB4 B006JYGN7A,,3.0,,"Les clients apprécient la qualité du filtre. Ils le décrivent comme un bon produit, bien fini et offrant de très bons résultats sur les caméras Panasonic Lumix DMC FZ150. Le rapport qualité-prix est excellent et il permet d'obtenir des photos plus jolies. De plus, les clients soulignent qu'il permet une amélioration significative des images, notamment pour les paysages d'été. La réduction des reflets est également mentionnée.

Aspect positif de Qualité
Aspect positif de Rapport qualité-prix
Aspect positif de Qualité d'image
Aspect positif de Réduction des reflets
Aspect positif de Efficacité
Aspect positif de Qualité des couleurs
Aspect positif de Polarisation
Aspect positif de Facilité d'utilisation",PR,STO,,,,,,,,0.0,0.0,23.5,0.0,0.0,0.0,37.49,20.2,0.0,0.0,0.0,0.0,0.0,0.0,742.0,4.4,1419.0,,514.0,386.0,Amazon,100.0,,20.0,,5.0,,True,35.01,25.93141248796385,2025-02,2025,2
12,B00005KHTE,"Hama Filtre polarisant (circulaire, Traité, 77mm, 2 couches par face) Noir",Hama,,-100.0,,,-100.0,,,-100.0,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,2025-02,2025,2
13,B00005QF9N,"Hama Attache Rapide pour Trépied, Click II (Plateau Rapide Tête de Trépied, Fixation Rapide pour Appareil Photo/Caméscope à Filetage 1/4"" 6.4mm, pour Trépieds Gamma) Noir",Hama,199.04,6.67,-29.81,32.0,6.67,-5.88,,,-100.0,1_fab,True,00004376,4007249043764,"Hama Plaque de fixation pour trépied ""Click II""",Noir,,REGULAR,Photo & Accessories,New Photo & Stative,Camera,Holders & Mounting,Yes,"Hama Attache rapide pour Trépied, ""Click II"" (Plateau Rapide Tête de Trépied, Fixation Rapide pour Appareil Photo / Caméscope à Filetage 1/4 "" 6.4mm, pour Trépieds Gamma) Noir",B00005QF9N B00006J9YI B0000AIRXI B000L30E8E B00194ILYI B00CCRQ616 B00CCRQ61G B00CCRQ61Q B00CCRQ620 B00HD6MXRM B00HD6MY0I,,3.0,,"Les clients apprécient la qualité du produit, sa solidité et son adaptabilité. Ils mentionnent qu'il est impeccable, parfait et satisfait leurs attentes. De plus, ils trouvent que le produit est efficace et rapide pour fixer un appareil photo ou des jumelles sur un trépied. Le produit est utile et pratique. Cependant, les avis divergent concernant sa compatibilité et son prix.

Aspect positif de Qualité
Aspect positif de Fixation
Aspect positif de Fonctionnalité
Aspect positif de Pratique
Aspect mixte de Compatibilité
Aspect mixte de Prix",PR,STO,8937.0,137.0,1.533,14.0,27.65,5.11,10.22,18.66,31.1,180.38,186.6,3.0,5.0,9.99,44.4,0.0,0.0,0.0,0.0,6.0,37.32,323.0,4.4,2389.0,,,,Amazon,100.0,,428.0,558.0,6.78,5.38,True,38.43,32.26158495634654,2025-02,2025,2
14,B00005QFA6,"Hama Bague d'adaptation (en métal, pour monter un Filtre de 58 mm sur un Objectif de 52 mm) Noir",Hama,27.33,,,3.0,,,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,38.08,27.580212935467515,2025-02,2025,2
15,B00005QFAF,"Best Price Square Spirit Level,2 Bubble,Hot-Shoe Mount 5411 by HAMA",Hama,10.93,,,1.0,,,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,52.41,34.389763779527556,2025-02,2025,2
16,B00005QFAY,"Hama Étuis à négatifs, Papier Cristal, 7 Bandes de 6 négatifs, 24x36cm, 100 pièces",Hama,288.63,-77.62,-59.95,18.0,-78.05,-60.87,1.0,-50.0,,1_fab,True,00002251,4007249022516,Hama Étuis à négatifs,,7 bandes de 6 néga.24x36cm100p.,REGULAR,Picture World,Storage & Design,Photo Storage & Presentation,Storage & Archiving,Yes,"Hama Étuis à négatifs, papier cristal, 7 bandes de 6 négatifs, 24x36cm, 100 pièces, Blanc",B00005QFAY B00005QFAZ B00005QFB0 B00006IVE7 B00006JA17 B00006JA8E,,5.0,,"Les clients apprécient la solidité et la qualité du produit. Ils le trouvent bien conçu, pratique et utile pour les négatifs. De plus, ils mentionnent qu'il est mieux que les pochettes en plastique. Certains soulignent également sa praticité et son prix abordable. Cependant, les avis divergent sur la taille des pochettes.

Aspect positif de Fragilité
Aspect positif de Praticité
Aspect positif de Rangement des négatifs
Aspect positif de Prix
Aspect positif de Pratique
Aspect mixte de Taille",PR,STO,6459.0,27.0,0.418,4.0,13.02,8.61,14.81,15.71,958.31,257.21,1289.52,1.0,61.0,26.49,50.5,0.0,0.0,97.0,1523.87,97.0,1523.87,342.0,4.7,1228.0,8.4,1.0,1.0,Amazon,100.0,,161.0,491.0,9.94,16.7,True,55.47,51.470724691472576,2025-02,2025,2
17,B00005QFAZ,"Hama Étuis à négatifs (Lot de 25 Pochettes Rangement Diapos/Negatifs Photo, pour Classeurs à Anneaux, 4 Bandes/Feuille, en Papier Cristal)",Hama,115.08,7.69,76.53,14.0,7.69,75.0,,,,1_fab,True,00002256,4007249022561,"Hama Étuis à négatifs, papier cristal, 4 bandes de 3 négatifs, 6x6 cm, 25p.",Transparent,Glassine mat,NOT ACTIVE,Picture World,Storage & Design,Photo Storage & Presentation,Storage & Archiving,Inactive,,,,,,,EOL,,,,,,,,,0.0,0.0,115.08,106.86,0.0,0.0,12.99,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,49.0,81.0,28.57,16.05,True,37.51,37.91186577723873,2025-02,2025,2
18,B00005QFB0,"Hama Étuis à négatifs, papier cristal, 7 bandes de 6 négatifs, 24x36cm, 25 pièces",Hama,313.29,13.46,-11.94,59.0,13.46,-11.94,3.0,,50.0,1_fab,True,00002250,4007249022509,Hama Étuis à négatifs,,7 bandes de 6 négat.24x36cm25p.,REGULAR,Picture World,Storage & Design,Photo Storage & Presentation,Storage & Archiving,Yes,"Hama Étuis à négatifs, papier cristal, 7 bandes de 6 négatifs, 24x36cm, 25 pièces",B00005QFAY B00005QFAZ B00005QFB0 B00006IVE7 B00006JA17 B00006JA8E,,3.0,,"Les clients sont satisfaits de la qualité du produit. Ils le décrivent comme bon et correct pour le service auquel il est destiné. La taille adaptée aux négatifs de 6 clichés est parfaite, bien proportionnée et compatible avec les négatifs 24x36. Le produit est facile d'utilisation, fonctionnel et protège efficacement les pellicules grâce à son papier qui ne raye pas les négatifs.

Aspect positif de Qualité
Aspect positif de Taille adaptée
Aspect positif de Facilité d'utilisation
Aspect positif de Fonctionnalité
Aspect positif de Protection
Aspect positif de Rangement des négatifs",PR,STO,4067.0,26.0,0.6393,8.0,1.81,40.49,30.77,63.72,69.03,292.05,276.12,12.0,13.0,10.99,42.0,0.0,0.0,4.0,21.24,16.0,84.96,180.0,4.6,927.0,0.3,6.0,2.0,Amazon,100.0,,262.0,298.0,20.99,17.45,True,60.44,59.38881792276702,2025-02,2025,2
19,B00005QFBX,"Classeur à négatifs, 4 anneaux, niv. rempl. 45mm, housse de protection",Hama,,,-100.0,,,-100.0,,,-100.0,1_fab,True,00002298,4007249022981,Hama Classeur à négatifs,Gris,niveau rempliss. 45 mm,NOT ACTIVE,Picture World,Storage & Design,Photo Storage & Presentation,Storage & Archiving,Yes,"Hama Classeur à négatifs (4 anneaux, niveau de remplissage 45 mm, feuilles rectangulaires, album à négatifs d'une pellicule photo, housse de protection) Noir",B00005QFBX B00005YVGK B00006IV93 B00006IVNY B00006JAPF B00006JDOB,,5.0,,"Les clients apprécient la qualité du classeur. Ils le décrivent comme un beau produit haut de gamme, épais et relativement hermétique. L'apparence est fidèle aux images et les clients mentionnent que c'est bon pour ranger des documents. Cependant, ils trouvent son prix cher par rapport au classeur.

Aspect positif de Qualité
Aspect positif de Apparence",EOL,STO,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,31.99,,0.0,0.0,0.0,0.0,0.0,0.0,86.0,4.4,320.0,,9.0,23.0,universclub,,,,,,,True,0.0,0.0,2025-02,2025,2
20,B00005QFCJ,"Hama Adaptateur Cassette VHS-C/VHS (Convertisseur Vidéo VHS C vers VHS, Cassette Adaptatrice Motorisée pour magnétoscope, 6 Mm, Non Compatible 8mm/MiniDV/Hi8) Noir",Hama,10941.66,-7.13,53.89,534.0,-7.29,53.89,94.0,88.0,327.27,1_fab,True,00044704,4007249447043,Hama Cassette adaptatrice VHS-C/VHS motorisée,,,REGULAR,Photo & Accessories,Studio & Diverse,Camera,Adapters,Yes,"Hama Adaptateur cassette VHS-C/VHS '00044704' (Convertisseur vidéo, cassette adaptatrice motorisée, 6 mm) Noir",B00005QFCJ,,13.0,2.0,"Les clients apprécient le bon rapport qualité-prix du produit. Ils mentionnent également sa lisibilité et son aspect simple. Cependant, les avis divergent sur la fiabilité, la fragilité, la facilité d'utilisation et la compatibilité.

Aspect positif de Rapport qualité-prix
Aspect positif de Lisibilité
Aspect mixte de Fiabilité
Aspect mixte de Fragilité
Aspect mixte de Facilité d'utilisation
Aspect mixte de Compatibilité
Aspect négatif de Bruit
Aspect négatif de Dommages",PR,STO,79005.0,1694.0,2.1442,299.0,236.49,31.32,17.65,0.0,0.0,10122.06,11781.75,0.0,0.0,41.99,17.8,0.0,0.0,0.0,0.0,134.0,2745.66,901.0,4.0,3887.0,,679.0,135.0,Amazon,100.0,,8412.0,10386.0,5.87,5.55,True,39.11,43.99820002249972,2025-02,2025,2
21,B00005UPB7,"Hama Boîtier Standard (pour CD et disques Blu-Ray, Étui Protecteur pour CD, Paquet de 5) Transparent",Hama,155.36,4622.19,-63.49,47.0,4600.0,-63.57,1.0,,,1_fab,True,00044748,4007249447487,Hama Boîtier CD standard,Transparent,lot de 5,REGULAR,Consumer Electronics,Storage,Universal,Storage & Archiving,Yes,"Hama Boîtier standard (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 5) Transparent",B00005UPB7 B00005UPBH B00005UPC8 B00006IVVB B00006J4EP B00006JBG4 B00006JCRV B0CDP9TX2K,,3.0,,"Les clients apprécient le bon rapport qualité-prix des boîtiers. Ils les décrivent comme utiles et fonctionnels, offrant une solution de rangement pour les CD. Cependant, ils mentionnent que la finesse du plastique est un point négatif. De plus, les clients disent qu'ils sont légèrement moins épais que ceux des CD achetés. Les avis sont partagés sur la fragilité et la protection.

Aspect positif de Rapport qualité-prix
Aspect positif de Praticité
Aspect positif de Rangement des cd
Aspect positif de Remplacement des boîtiers
Aspect mixte de Fragilité
Aspect mixte de Protection
Aspect négatif de Épaisseur
Aspect négatif de Solidité",PR,STO,10784.0,47.0,0.4358,13.0,4.18,22.69,27.66,13.12,0.0,121.6,3.29,4.0,0.0,5.99,34.3,0.0,0.0,0.0,0.0,0.0,0.0,1627.0,4.2,6604.0,,41.0,31.0,Amazon,0.0,,285.0,4.0,12.98,25.0,True,51.23,48.31195775179177,2025-02,2025,2
22,B00005UPBH,"Hama Boîtier standard double (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 5) Transparent",Hama,21.06,-53.85,-85.71,6.0,-53.85,-85.71,2.0,,,1_fab,True,00044752,4007249447524,Hama Boîtier CD standard double,Transparent,lot de 5,REGULAR,Consumer Electronics,Storage,Universal,Storage & Archiving,Yes,"Hama Boîtier standard double (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 5) Transparent, 10 CD",B00005UPB7 B00005UPBH B00005UPC8 B00006IVVB B00006J4EP B00006JBG4 B00006JCRV B0CDP9TX2K,,3.0,,"Les clients apprécient le bon rapport qualité-prix des boîtiers. Ils les décrivent comme utiles et fonctionnels, offrant une solution de rangement pour les CD. Cependant, ils mentionnent que la finesse du plastique est un point négatif. De plus, les clients disent qu'ils sont légèrement moins épais que ceux des CD achetés. Les avis sont partagés sur la fragilité et la protection.

Aspect positif de Rapport qualité-prix
Aspect positif de Praticité
Aspect positif de Rangement des cd
Aspect positif de Remplacement des boîtiers
Aspect mixte de Fragilité
Aspect mixte de Protection
Aspect négatif de Épaisseur
Aspect négatif de Solidité",PR,STO,,,,,,,,21.06,45.63,21.06,45.63,6.0,13.0,5.99,29.7,0.0,0.0,224.0,786.24,229.0,803.79,1623.0,4.2,6604.0,25.0,223.0,282.0,Amazon,57.1,,57.0,216.0,10.53,6.02,True,43.17,44.61093314043609,2025-02,2025,2
23,B00005UPC4,"Hama Rack (pour CD, pour 20 boîtiers CD) Gris",Hama,26.04,-88.46,200.0,3.0,-88.46,200.0,,,,1_fab,True,00048402,4007249484024,Hama Porte-CD-ROM,Gris,pour 20 CD-ROM,REGULAR,Consumer Electronics,Storage,Universal,Storage & Archiving,Yes,"Hama Rack (pour CD, pour 20 boîtiers CD) Gris",B00005UPC4 B00006IVSE B00006IVSY B00006IVVD B00006J6HP B00006JA73 B00006JAKM B00006JAXF B00006JCWM B0000AHIBX B0002VFMEG B0009V8VAQ B000JFY3RM B000L9MBGQ B000L9MBI4 B000R5OH3Y B000RMSSBE B000S8B51C B000S8B51M B0015L7HRW B001SLN3CC B0CPF35NTR,,3.0,,"Les clients apprécient le produit pour son excellent rangement. Ils mentionnent qu'il est pratique, solide et de bonne qualité. De plus, ils trouvent que les étagères tiennent peu de place et permettent d'organiser efficacement des CD et DVD. Le produit est bien adapté aux besoins, correspond bien à leurs attentes et esthétique jolie. Les clients soulignent également sa belle finition et son aspect original. Ils sont aussi satisfaits du montage et de la protection offrant une utilisation optimale.

Aspect positif de Rangement
Aspect positif de Solidité
Aspect positif de Pratique
Aspect positif de Ajustement
Aspect positif de Esthétique
Aspect positif de Montage
Aspect positif de Protection
Aspect mixte de Rapport qualité-prix",PR,STO,,,,,,,,8.68,52.08,26.04,225.68,1.0,6.0,15.99,34.9,0.0,0.0,18.0,156.24,67.0,581.56,1512.0,4.4,6207.0,5.0,318.0,380.0,Amazon,100.0,,131.0,267.0,2.29,9.74,True,59.91,61.490300728728315,2025-02,2025,2
24,B00005UPC8,"Hama Boîtier standard double (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 10) Transparent",Hama,624.03,-10.59,283.92,93.0,-11.43,287.5,4.0,,,1_fab,True,00044753,4007249447531,Hama Boîtier CD standard double,Transparent,lot de 10,REGULAR,Consumer Electronics,Storage,Universal,Storage & Archiving,Yes,"Hama Boîtier standard double (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 10) Transparent",B00005UPB7 B00005UPBH B00005UPC8 B00006IVVB B00006J4EP B00006JBG4 B00006JCRV B0CDP9TX2K,,1.0,,"Les clients apprécient le bon rapport qualité-prix des boîtiers. Ils les décrivent comme utiles et fonctionnels, offrant une solution de rangement pour les CD. Cependant, ils mentionnent que la finesse du plastique est un point négatif. De plus, les clients disent qu'ils sont légèrement moins épais que ceux des CD achetés. Les avis sont partagés sur la fragilité et la protection.

Aspect positif de Rapport qualité-prix
Aspect positif de Praticité
Aspect positif de Rangement des cd
Aspect positif de Remplacement des boîtiers
Aspect mixte de Fragilité
Aspect mixte de Protection
Aspect négatif de Épaisseur
Aspect négatif de Solidité",NP,STO,41589.0,412.0,0.9906,53.0,46.19,18.47,12.86,221.43,301.94,556.93,697.96,33.0,45.0,11.99,32.8,0.0,0.0,2.0,13.42,61.0,409.31,1623.0,4.2,6604.0,0.1,62.0,10.0,Amazon,100.0,,761.0,1082.0,10.91,9.7,True,50.37,58.420320111343074,2025-02,2025,2
25,B00005UPE1,"Hama Câble réseau RJ45 ""Droit"" Ethernet Cat 5e STP (câble de raccordement de 10 m, 1000 Mbit/s, plaqué or, blindé) gris",Hama,,,-100.0,,,-100.0,,,,1_fab,True,00041898,4007249418982,"Hama Câble réseau (RJ45) ""Droit"" Cat. 5e STP",Gris,"RJ45 (8p8c) Mâle10,00m",NOT ACTIVE,Cables,Computer,Universal,Wireless & Network,No,,,,,,,EOL,PUA,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.99,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,4.5,192.0,,10.0,22.0,,,,,,,,True,0.0,0.0,2025-02,2025,2
26,B00005V37U,"Hama Tapis de souris porte-documents (personnalisable avec photos, images ou cartes postales, 23 x 19,5 cm) Transparent/Noir",Hama,10.08,-70.79,-96.7,2.0,-71.43,-96.77,,-100.0,,1_fab,True,00042285,4007249422859,Hama Tapis de souris avec photo,Transparent,,NOT ACTIVE,IT & Office,IT Essentials,Universal,Mice,Inactive,,,,,,,EOL,,,,,,,,,0.0,19.72,10.08,34.51,0.0,4.0,7.99,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,62.0,121.0,3.23,5.79,True,47.91,44.64219157659336,2025-02,2025,2
27,B00005YV5C,"Hama lot de 4 piles niCd aA mignon 1,2 v/500 mAh)",Hama,,,,,,,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,2025-02,2025,2
