,ASIN,Nom du produit,Marque,COGS,COGS LM (%),COGS SPLY (%),Unités,Unités LM (%),Unités SPLY (%),Retours,Retours LM (%),Retours SPLY (%),Source (Fabrication ou Approvisionnement),is_in_vendor_central,Item no.,EAN,Item,Extras,Size,Description Item,Cat. 1,Cat. 2,Cat. 3,Cat. 4,Visible,Title Content,Variations,Brand store URL,Images,Videos,AI summary,Code,Catalogue,Ads Impressions CM,Ads Clicks CM,Ads CTR CM,Ads Units 14d CM,Ads Costs CM,Ads RoAS CM,Ads CVR CM,Sell-out CM,Sell-out PM,Total sell-out CM,Total sell-out PM,Units CM,Units PM,SRP,Margin,Replacements CM,Replacements PM,Stock,Stock value,Total stock,Total stock value,Reviews,Avg. stars,Stars,Coverage,Rank 1,Rank 2,Buy Box,Buy Box PM,Days not Buy Box,Views CM,Views PM,CVR CM,CVR PM,is_in_amvisor,Net PPM,Net PPM SPLY,extract_date,annee,mois
10,B00005KHTB,"Hama Filtre polarisant (circulaire, Traité, 55mm, 2 couches par face) Noir",Hama,18.44,0.0,,1.0,0.0,,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,46.69,31.82902720021815,2025-03,2025,3
11,B00005KHTC,"Hama Filtre polarisant (circulaire, Traité, 62mm, 2 couches par face) Noir",Hama,20.22,0.0,,1.0,0.0,,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.77,23.531661058427655,2025-03,2025,3
12,B00005KHTD,"Hama Filtre Polarisant Circulaire 67mm, Traité Double Couche par Face, Monture Métalique Noir Epaisseur 6mm",Hama,,-100.0,,,-100.0,,,,,1_fab,True,00072567,4007249725677,"Hama Filtre polarisant circulaire, Traité",,,REGULAR,Photo & Accessories,Optics & Cleaning,Camera,Filters,Yes,"Hama Filtre Polarisant Circulaire 67mm, Traité Double Couche par Face, Monture Métalique Noir Epaisseur 6mm",B00005K4A4 B00005K4A5 B00005KHT8 B00005KHT9 B00005KHTA B00005KHTB B00005KHTC B00005KHTD B00005KHTE B00005QF8K B00006J4JQ B00006J4JR B00006JDQ1 B006JWQD72 B006JXO4AE B006JXO6UW B006JXO6YS B006JXO76A B006JXO8E6 B006JYGHQC B006JYGKB4 B006JYGN7A,,3.0,,"Les clients apprécient la qualité du filtre. Ils le décrivent comme un bon produit, bien fini et offrant de très bons résultats sur les caméras Panasonic Lumix DMC FZ150. Le rapport qualité-prix est excellent et il permet d'obtenir des photos plus jolies. De plus, les clients soulignent qu'il permet une amélioration significative des images, notamment pour les paysages d'été. La réduction des reflets est également mentionnée.

Aspect positif de Qualité
Aspect positif de Rapport qualité-prix
Aspect positif de Qualité d'image
Aspect positif de Réduction des reflets
Aspect positif de Efficacité
Aspect positif de Qualité des couleurs
Aspect positif de Polarisation
Aspect positif de Facilité d'utilisation",PR,STO,,,,,,,,0.0,0.0,0.0,23.5,0.0,0.0,37.49,20.9,0.0,0.0,0.0,0.0,0.0,0.0,742.0,4.4,1421.0,,514.0,633.0,Amazon,100.0,,,20.0,,5.0,True,0.0,0.0,2025-03,2025,3
13,B00005KHTE,"Hama Filtre polarisant (circulaire, Traité, 77mm, 2 couches par face) Noir",Hama,94.0,,132.9,4.0,,300.0,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.44,23.154637298625648,2025-03,2025,3
14,B00005QF86,Hama Filtre UV (390 (O-Haze) HTMC Ø 72 mm) Noir,Hama,26.4,,,1.0,,,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,58.39,36.86702866523551,2025-03,2025,3
15,B00005QF87,Hama Filtre UV (390 (O-Haze) HTMC Ø 77 mm) Noir,Hama,,,-100.0,,,-100.0,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,2025-03,2025,3
16,B00005QF9N,"Hama Attache Rapide pour Trépied, Click II (Plateau Rapide Tête de Trépied, Fixation Rapide pour Appareil Photo/Caméscope à Filetage 1/4"" 6.4mm, pour Trépieds Gamma) Noir",Hama,143.06,-28.12,-54.86,23.0,-28.13,-39.47,2.0,,100.0,1_fab,True,00004376,4007249043764,"Hama Plaque de fixation pour trépied ""Click II""",Noir,,REGULAR,Photo & Accessories,New Photo & Stative,Camera,Holders & Mounting,Yes,"Hama Attache Rapide pour Trépied, Click II (Plateau Rapide Tête de Trépied, Fixation Rapide pour Appareil Photo/Caméscope à Filetage 1/4"" 6.4mm, pour Trépieds Gamma) Noir",B00005QF9N B00006J9YI B0000AIRXI B000L30E8E B00194ILYI B00CCRQ616 B00CCRQ61G B00CCRQ61Q B00CCRQ620 B00HD6MXRM B00HD6MY0I,,3.0,,"Les clients apprécient la qualité du produit, sa solidité et son adaptabilité. Ils mentionnent qu'il est impeccable, parfait et satisfait leurs attentes. De plus, ils trouvent que le produit est efficace et rapide pour fixer un appareil photo ou des jumelles sur un trépied. Le produit est utile et pratique. Cependant, les avis divergent concernant sa compatibilité et son prix.

Aspect positif de Qualité
Aspect positif de Fixation
Aspect positif de Fonctionnalité
Aspect positif de Pratique
Aspect mixte de Compatibilité
Aspect mixte de Prix",PR,STO,10607.0,180.0,1.697,9.0,40.62,1.79,5.0,12.44,18.66,118.18,199.04,2.0,3.0,9.99,44.0,0.0,0.0,0.0,0.0,11.0,68.42,323.0,4.3,2402.0,,,,Amazon,100.0,,469.0,452.0,4.05,7.08,True,38.27,38.51650563607085,2025-03,2025,3
17,B00005QFA6,"Hama Bague d'adaptation (en métal, pour monter un Filtre de 58 mm sur un Objectif de 52 mm) Noir",Hama,,-100.0,,,-100.0,,3.0,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,2025-03,2025,3
18,B00005QFAF,"Best Price Square Spirit Level,2 Bubble,Hot-Shoe Mount 5411 by HAMA",Hama,,-100.0,-100.0,,-100.0,-100.0,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,2025-03,2025,3
19,B00005QFAY,"Hama Étuis à négatifs, Papier Cristal, 7 Bandes de 6 négatifs, 24x36cm, 100 pièces",Hama,675.53,134.05,65.09,43.0,138.89,65.38,2.0,100.0,100.0,1_fab,True,00002251,4007249022516,Hama Étuis à négatifs,,7 bandes de 6 néga.24x36cm100p.,REGULAR,Picture World,Storage & Design,Photo Storage & Presentation,Storage & Archiving,Yes,"Hama Étuis à négatifs, Papier Cristal, 7 Bandes de 6 négatifs, 24x36cm, 100 pièces",B00005QFAY B00005QFAZ B00005QFB0 B00006IVE7 B00006JA17 B00006JA8E,,5.0,,"Les clients apprécient la solidité et la qualité du produit. Ils le trouvent bien conçu, pratique et utile pour les négatifs. De plus, ils mentionnent qu'il est mieux que les pochettes en plastique. Certains soulignent également sa praticité et son prix abordable. Cependant, les avis divergent sur la taille des pochettes.

Aspect positif de Fragilité
Aspect positif de Praticité
Aspect positif de Rangement des négatifs
Aspect positif de Prix
Aspect positif de Pratique
Aspect mixte de Taille",PR,STO,5656.0,40.0,0.7072,7.0,18.34,15.87,17.5,267.07,31.42,581.27,288.63,17.0,2.0,26.49,28.8,0.0,0.0,45.0,706.95,62.0,974.02,342.0,4.7,1237.0,4.1,1.0,1.0,Amazon,47.1,,199.0,173.0,18.59,10.4,True,54.8,52.32003055184265,2025-03,2025,3
20,B00005QFAZ,"Hama Étuis à négatifs (Lot de 25 Pochettes Rangement Diapos/Negatifs Photo, pour Classeurs à Anneaux, 4 Bandes/Feuille, en Papier Cristal)",Hama,41.1,-64.29,0.0,5.0,-64.29,0.0,,,,1_fab,True,00002256,4007249022561,"Hama Étuis à négatifs, papier cristal, 4 bandes de 3 négatifs, 6x6 cm, 25p.",Transparent,Glassine mat,NOT ACTIVE,Picture World,Storage & Design,Photo Storage & Presentation,Storage & Archiving,Inactive,,,,,,,EOL,,,,,,,,,0.0,0.0,41.1,115.08,0.0,0.0,12.99,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,62.0,50.0,8.06,28.0,True,38.76,38.78326996197718,2025-03,2025,3
21,B00005QFB0,"Hama Étuis à négatifs, papier cristal, 7 bandes de 6 négatifs, 24x36cm, 25 pièces",Hama,180.54,-42.37,-26.09,34.0,-42.37,-26.09,1.0,-66.67,,1_fab,True,00002250,4007249022509,Hama Étuis à négatifs,,7 bandes de 6 négat.24x36cm25p.,REGULAR,Picture World,Storage & Design,Photo Storage & Presentation,Storage & Archiving,Yes,"Hama Étuis à négatifs, papier cristal, 7 bandes de 6 négatifs, 24x36cm, 25 pièces",B00005QFAY B00005QFAZ B00005QFB0 B00006IVE7 B00006JA17 B00006JA8E,,3.0,,"Les clients apprécient la qualité du produit, sa taille adaptée et son fonctionnement. Ils le décrivent comme un bon article qui répond aux attentes en termes de protection et d'archivage des négatifs. De plus, les clients mentionnent que c'est un excellent choix pour découper et ranger ces documents par bande de 6. Le produit est pratique et bien proportionné.

Aspect positif de Qualité
Aspect positif de Taille adaptée
Aspect positif de Facilité d'utilisation
Aspect positif de Fonctionnalité
Aspect positif de Protection
Aspect positif de Rangement des négatifs",PR,STO,4949.0,32.0,0.6466,8.0,2.78,49.46,25.0,42.48,69.03,169.92,313.29,8.0,13.0,10.99,57.1,0.0,0.0,0.0,0.0,0.0,0.0,180.0,4.6,937.0,,6.0,3.0,Amazon,100.0,,247.0,286.0,12.96,20.63,True,61.44,64.66007156388129,2025-03,2025,3
22,B00005QFBX,"Classeur à négatifs, 4 anneaux, niv. rempl. 45mm, housse de protection",Hama,,,-100.0,,,-100.0,,,-100.0,1_fab,True,00002298,4007249022981,Hama Classeur à négatifs,Gris,niveau rempliss. 45 mm,NOT ACTIVE,Picture World,Storage & Design,Photo Storage & Presentation,Storage & Archiving,No,,,,,,,EOL,STO,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,31.99,,0.0,0.0,0.0,0.0,0.0,0.0,86.0,4.4,321.0,,9.0,24.0,,,,,,,,True,0.0,0.0,2025-03,2025,3
23,B00005QFCJ,"Hama Adaptateur Cassette VHS-C/VHS (Convertisseur Vidéo VHS C vers VHS, Cassette Adaptatrice Motorisée pour magnétoscope, 6 Mm, Non Compatible 8mm/MiniDV/Hi8) Noir",Hama,10142.55,-7.3,63.37,495.0,-7.3,63.37,64.0,-31.91,45.45,1_fab,True,00044704,4007249447043,Hama Cassette adaptatrice VHS-C/VHS motorisée,,,REGULAR,Photo & Accessories,Studio & Diverse,Camera,Adapters,Yes,"Hama Adaptateur Cassette VHS-C/VHS (Convertisseur Vidéo VHS C vers VHS, Cassette Adaptatrice Motorisée pour magnétoscope, 6 Mm, Non Compatible 8mm/MiniDV/Hi8) Noir",B00005QFCJ,,13.0,2.0,"Les clients apprécient le bon rapport qualité-prix du produit. Ils mentionnent également la lisibilité et la simplicité d'utilisation. Cependant, les avis divergent concernant sa fiabilité, sa fragilité, sa facilité d'utilisation et sa compatibilité.

Aspect positif de Rapport qualité-prix
Aspect positif de Lisibilité
Aspect mixte de Fiabilité
Aspect mixte de Fragilité
Aspect mixte de Facilité d'utilisation
Aspect mixte de Compatibilité
Aspect négatif de Bruit
Aspect négatif de Dommages",PR,STO,66234.0,1550.0,2.3402,225.0,200.9,27.36,14.52,0.0,0.0,9302.46,10941.66,0.0,0.0,41.99,19.8,0.0,0.0,0.0,0.0,293.0,6003.57,901.0,4.0,3926.0,,1304.0,221.0,Amazon,100.0,,8037.0,8960.0,5.65,5.96,True,39.35,42.28909188608275,2025-03,2025,3
24,B00005UPB7,"Hama Boîtier Standard (pour CD et disques Blu-Ray, Étui Protecteur pour CD, Paquet de 5) Transparent",Hama,328.35,111.35,-18.94,99.0,110.64,-18.85,1.0,0.0,-80.0,1_fab,True,00044748,4007249447487,Hama Boîtier CD standard,Transparent,lot de 5,REGULAR,Consumer Electronics,Storage,Universal,Storage & Archiving,Yes,"Hama Boîtier Standard (pour CD et disques Blu-Ray, Étui Protecteur pour CD, Paquet de 5) Transparent",B00005UPB7 B00005UPBH B00005UPC8 B00006IVVB B00006J4EP B00006JBG4 B00006JCRV B0CDP9TX2K,,3.0,,"Les clients apprécient le bon rapport qualité-prix de ces boîtiers. Ils les décrivent comme utiles et fonctionnels, permettant un rangement efficace pour CD et disques Blu-ray. De plus, ils mentionnent que c'est une solution simple pour étiqueter et ranger des compilations personnelles dans un minimum de place. Cependant, certains trouvent la finesse du plastique insatisfaisante. Les avis sont également partagés sur la solidité et la protection.

Aspect positif de Rapport qualité-prix
Aspect positif de Praticité
Aspect positif de Rangement des cd
Aspect positif de Remplacement des boîtiers
Aspect mixte de Fragilité
Aspect mixte de Protection
Aspect négatif de Épaisseur
Aspect négatif de Solidité",PR,STO,24717.0,114.0,0.4612,29.0,9.57,18.19,25.44,59.04,13.12,298.83,155.36,18.0,4.0,5.99,34.3,0.0,0.0,0.0,0.0,0.0,0.0,1627.0,4.2,6683.0,,41.0,25.0,Amazon,58.8,,373.0,299.0,24.13,15.72,True,50.83,47.213449749210476,2025-03,2025,3
25,B00005UPBH,"Hama Boîtier standard double (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 5) Transparent",Hama,119.34,466.67,-43.33,34.0,466.67,-43.33,3.0,50.0,0.0,1_fab,True,00044752,4007249447524,Hama Boîtier CD standard double,Transparent,lot de 5,REGULAR,Consumer Electronics,Storage,Universal,Storage & Archiving,Yes,"Hama Boîtier standard double (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 5) Transparent",B00005UPB7 B00005UPBH B00005UPC8 B00006IVVB B00006J4EP B00006JBG4 B00006JCRV B0CDP9TX2K,,3.0,,"Les clients apprécient le bon rapport qualité-prix de ces boîtiers. Ils les décrivent comme utiles et fonctionnels, permettant un rangement efficace pour CD et disques Blu-ray. De plus, ils mentionnent que c'est une solution simple pour étiqueter et ranger des compilations personnelles dans un minimum de place. Cependant, certains trouvent la finesse du plastique insatisfaisante. Les avis sont également partagés sur la solidité et la protection.

Aspect positif de Rapport qualité-prix
Aspect positif de Praticité
Aspect positif de Rangement des cd
Aspect positif de Remplacement des boîtiers
Aspect mixte de Fragilité
Aspect mixte de Protection
Aspect négatif de Épaisseur
Aspect négatif de Solidité",PR,TUA,,,,,,,,77.22,21.06,119.34,21.06,22.0,6.0,5.99,29.7,0.0,0.0,179.0,628.29,204.0,716.04,1623.0,4.2,6683.0,25.0,223.0,294.0,Amazon,35.3,,193.0,64.0,17.62,9.38,True,48.03,45.81703710769818,2025-03,2025,3
26,B00005UPC4,"Hama Rack (pour CD, pour 20 boîtiers CD) Gris",Hama,112.84,333.33,8.33,13.0,333.33,8.33,,,,1_fab,True,00048402,4007249484024,Hama Porte-CD-ROM,Gris,pour 20 CD-ROM,REGULAR,Consumer Electronics,Storage,Universal,Storage & Archiving,Yes,"Hama Rack (pour CD, pour 20 boîtiers CD) Gris",B00005UPC4 B00006IVSE B00006IVSY B00006IVVD B00006J6HP B00006JA73 B00006JAKM B00006JAXF B00006JCWM B0000AHIBX B0002VFMEG B0009V8VAQ B000JFY3RM B000L9MBGQ B000L9MBI4 B000R5OH3Y B000RMSSBE B000S8B51C B000S8B51M B0015L7HRW B001SLN3CC B0CPF35NTR,,3.0,,"Les clients apprécient le produit pour son bon rapport qualité-prix. Ils mentionnent que c'est un rangement efficace et gagnant de la place dans les tiroirs, notamment grâce à ses pochettes double CD incluses. Le produit est solide, bien conçu et sans problème. La plupart des avis soulignent également sa praticité, qu'il soit adapté aux besoins et que son ajustement correspond bien à leurs attentes. De plus, ils trouvent l'esthétique jolie et originale. Les clients sont satisfaits du montage et de la protection. Cependant, les avis sont partagés sur le rapport qualité-prix.

Aspect positif de Rangement
Aspect positif de Solidité
Aspect positif de Pratique
Aspect positif de Ajustement
Aspect positif de Esthétique
Aspect positif de Montage
Aspect positif de Protection
Aspect mixte de Rapport qualité-prix",PR,STO,,,,,,,,8.68,8.68,112.84,26.04,1.0,1.0,15.99,34.9,0.0,0.0,28.0,243.04,55.0,477.4,1512.0,4.3,6255.0,8.7,318.0,349.0,Amazon,100.0,,181.0,139.0,7.18,2.16,True,51.85,53.19585513491331,2025-03,2025,3
