,ASIN,Nom du produit,Marque,COGS,COGS LM (%),COGS SPLY (%),Unités,Unités LM (%),Unités SPLY (%),Retours,Retours LM (%),Retours SPLY (%),Source (Fabrication ou Approvisionnement),is_in_vendor_central,Item no.,EAN,Item,Extras,Size,Description Item,Cat. 1,Cat. 2,Cat. 3,Cat. 4,Visible,Title Content,Variations,Brand store URL,Images,Videos,AI summary,Code,Catalogue,Ads Impressions CM,Ads Clicks CM,Ads CTR CM,Ads Units 14d CM,Ads Costs CM,Ads RoAS CM,Ads CVR CM,Sell-out CM,Sell-out PM,Total sell-out CM,Total sell-out PM,Units CM,Units PM,SRP,Margin,Replacements CM,Replacements PM,Stock,Stock value,Total stock,Total stock value,Reviews,Avg. stars,Stars,Coverage,Rank 1,Rank 2,Buy Box,Buy Box PM,Days not Buy Box,Views CM,Views PM,CVR CM,CVR PM,is_in_amvisor,Net PPM,Net PPM SPLY,extract_date,annee,mois
10,B00005KHTC,"Hama Filtre polarisant (circulaire, Traité, 62mm, 2 couches par face) Noir",Hama,25.31,0.0,,1.0,0.0,,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,56.69,36.182027061526675,2024-01,2024,1
11,B00005KHTE,"Hama Filtre polarisant (circulaire, Traité, 77mm, 2 couches par face) Noir",Hama,,-100.0,,,-100.0,,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,2024-01,2024,1
12,B00005KHU1,"Hama Pare-soleil caoutchouté pour objectifs standard, 49mm",Hama,,,-100.0,,,-100.0,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,2024-01,2024,1
13,B00005KHU3,"Hama Pare-soleil caoutchouté pour objectifs standard, 67mm",Hama,12.57,,30.94,1.0,,0.0,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,47.89,32.393127705627705,2024-01,2024,1
14,B00005QF86,Hama Filtre UV (390 (O-Haze) HTMC Ø 72 mm) Noir,Hama,25.67,,,1.0,,,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,8.15,7.535829865926955,2024-01,2024,1
15,B00005QF9N,"Hama Attache Rapide pour Trépied, Click II (Plateau Rapide Tête de Trépied, Fixation Rapide pour Appareil Photo/Caméscope à Filetage 1/4"" 6.4mm, pour Trépieds Gamma) Noir",Hama,158.46,533.33,-18.32,19.0,533.33,-24.0,,-100.0,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.09,24.057971014492754,2024-01,2024,1
16,B00005QFAF,"Best Price Square Spirit Level,2 Bubble,Hot-Shoe Mount 5411 by HAMA",Hama,,,-100.0,,,-100.0,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,2024-01,2024,1
17,B00005QFAY,"Hama Étuis à négatifs, Papier Cristal, 7 Bandes de 6 négatifs, 24x36cm, 100 pièces",Hama,655.56,160.83,-11.48,44.0,175.0,-16.98,,,-100.0,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,48.93,49.82688391038697,2024-01,2024,1
18,B00005QFAZ,"Hama Étuis à négatifs (Lot de 25 Pochettes Rangement Diapos/Negatifs Photo, pour Classeurs à Anneaux, 4 Bandes/Feuille, en Papier Cristal)",Hama,221.94,58.82,125.69,27.0,58.82,92.86,,,-100.0,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,40.95,42.541034697693746,2024-01,2024,1
19,B00005QFB0,"Hama Étuis à négatifs, papier cristal, 7 bandes de 6 négatifs, 24x36cm, 25 pièces",Hama,323.91,3.48,148.32,61.0,3.39,125.93,,-100.0,-100.0,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,58.4,68.39208338212906,2024-01,2024,1
20,B00005QFBX,"Classeur à négatifs, 4 anneaux, niv. rempl. 45mm, housse de protection",Hama,525.19,38.1,26.63,29.0,38.1,11.54,,,-100.0,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,49.57,51.282847092902955,2024-01,2024,1
21,B00005QFCJ,"Hama Adaptateur Cassette VHS-C/VHS (Convertisseur Vidéo VHS C vers VHS, Cassette Adaptatrice Motorisée pour magnétoscope, 6 Mm, Non Compatible 8mm/MiniDV/Hi8) Noir",Hama,8339.43,-15.63,-24.11,407.0,-16.08,-28.85,73.0,73.81,121.21,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,50.02,45.373730043541364,2024-01,2024,1
22,B00005UP6B,"Hama 42357H Connectique Adaptateur 1 oshiden femelle (S-VHS) et 3 RCA femelles (1 vidéo, 2 audio stéréo G + D) / 1 péritel mâle",Hama,,,-100.0,,,-100.0,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,2024-01,2024,1
23,B00005UPB7,"Hama Boîtier Standard (pour CD et disques Blu-Ray, Étui Protecteur pour CD, Paquet de 5) Transparent",Hama,229.8,-22.16,-22.39,70.0,-22.22,-30.69,,,-100.0,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,45.36,47.5721027792344,2024-01,2024,1
24,B00005UPBH,"Hama Boîtier standard double (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 5) Transparent",Hama,245.7,34.62,450.16,70.0,34.62,400.0,3.0,-40.0,200.0,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,40.58,43.41964476781511,2024-01,2024,1
25,B00005UPC3,"Hama Câble d'alimentation secteur 3 pôles terre (pour connecter divers appareils tels les appareils froids, mâle avec contact de protectection femelle 3 pôles, câble de longueur 1,5 m) Noir",Hama,9.42,,-33.33,2.0,,-33.33,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,53.16,51.39211136890951,2024-01,2024,1
26,B00005UPC4,"Hama Rack (pour CD, pour 20 boîtiers CD) Gris",Hama,34.72,-42.86,-82.04,4.0,-42.86,-85.71,,,-100.0,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,60.41,58.93658536585366,2024-01,2024,1
27,B00005UPC8,"Hama Boîtier standard double (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 10) Transparent",Hama,120.84,50.04,-8.01,18.0,50.0,-18.18,,-100.0,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,64.14,64.44288154325329,2024-01,2024,1
28,B00005UPDS,"Hama - 45058 - Câble réseau ""Croisé"" CAT5 RJ 45 STP 3,00m.",Hama,,,-100.0,,,-100.0,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,2024-01,2024,1
29,B00005UX2R,"Hama Adaptateur multiprises (à 3 Voies (multiprise 2X Prise Euro / 1x à Contact de Terre, Prise Multiple) Blanc",Hama,2.9,0.0,,1.0,0.0,,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,53.05,34.66187520418164,2024-01,2024,1
30,B00005V37U,"Hama Tapis de souris porte-documents (personnalisable avec photos, images ou cartes postales, 23 x 19,5 cm) Transparent/Noir",Hama,281.01,-14.97,86.33,57.0,-14.93,72.73,,-100.0,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,46.67,43.96608572774375,2024-01,2024,1
31,B00005V39F,"Hama Câble réseau (Ethernet Catégorie 6, câble de 5 m, 1000 Mbit/s, plaqué or, double blindage, pour Apple TV, Smart TV, ordinateur portable, RJ45 mâle - RJ45 mâle, PIMF) Gris",UNKNOWN,,,-100.0,,,-100.0,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,2024-01,2024,1
32,B00005YV5C,"Hama lot de 4 piles niCd aA mignon 1,2 v/500 mAh)",Hama,,,,,,,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,2024-01,2024,1
33,B00005YVG1,"Hama Pare-soleil caoutchouté pour objectifs standard, 37mm",Hama,,,-100.0,,,-100.0,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,2024-01,2024,1
34,B00005YVGK,"Pochettes pour 20 Diapositives encadrées de Format 5x5 cm, 25 pièces",Hama,967.5,715.42,54.06,90.0,718.18,42.86,,-100.0,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,36.52,42.05435283279595,2024-01,2024,1
35,B00005YVI3,"Hama Étuis à négatifs, polypropylène, 7 bandes de 6 négatifs, 24x36cm, 100 pièces",Hama,378.56,30.0,-10.07,13.0,30.0,-18.75,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,49.92,46.33376647484686,2024-01,2024,1
36,B00005YVIU,"Hama Distributeurs Coins photo (1000 coins, autocollants, distributeur pratique, sans acide, sans solvant, adapté albums, permet un archivage fiable, scrapbooking) Transparent",Hama,31.23,-9.74,-69.76,9.0,-10.0,-67.86,,-100.0,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,61.9,54.241149667017176,2024-01,2024,1
37,B00006IV93,"Classeur à négatifs, 4 anneaux, niveau de remplissage 23 mm",Hama,,,-100.0,,,-100.0,,,-100.0,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,2024-01,2024,1
38,B00006IVA7,"Hama Plateau universel Hama rond (25,5 cm, taille S, poids supporté 60 kg (idéal pour TV, enceintes, écrans, appareils de cuisine) Noir",Hama,399.96,12.5,191.07,36.0,12.5,157.14,,,-100.0,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,49.81,46.37370822083605,2024-01,2024,1
39,B00006IVA9,"Hama CD de nettoyage (pour tête de lecture laser, pour éliminer la poussière dans les lecteurs de CD, CD de nettoyage au laser) Blanc/Bleu/Rouge",Hama,1269.35,92.15,413.59,240.0,92.0,263.64,3.0,200.0,200.0,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,60.98,61.004401760704276,2024-01,2024,1
40,B00006IVB4,"Hama Bague d'adaptation (en métal, pour monter un Filtre de 43 mm sur un Objectif de 37 mm) Noir",Hama,,,-100.0,,,-100.0,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,2024-01,2024,1
41,B00006IVD3,"Hama Cadre universel pour autoradio (en métal, ISO) Gris",Hama,72.16,-35.29,33.19,11.0,-35.29,22.22,3.0,50.0,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,54.05,54.21263791374122,2024-01,2024,1
42,B00006IVDG,"Hama Câble d'enceinte (2x 1,5 mm², 10 m (rouleau), avec marquage de polarité) transparent",Hama,,,-100.0,,,-100.0,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,2024-01,2024,1
43,B00006IVE7,"Hama Étuis à négatifs, papier cristal, 10 bandes de 4 négatifs, 24x36cm, 25 pièces",Hama,215.33,264.35,130.55,26.0,225.0,73.33,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,39.71,47.31887511916111,2024-01,2024,1
44,B00006IVJJ,"Hama Nettoyeur de contacts en fibre de verre ""Glass Fibre"" (gomme à effacer, en fibre de verre pour contacts électriques, fibre de verre) Noir/Blanc",Hama,21.28,-33.33,-27.99,2.0,-33.33,-33.33,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,45.95,45.29771293375395,2024-01,2024,1
45,B00006IVKJ,"Hama Câble réseau (RJ11, modulaire, connecteurs mâles 6p4c, 6m) Blanc",Hama,13.41,,0.0,3.0,,0.0,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,54.03,72.51375654274594,2024-01,2024,1
46,B00006IVNY,Valise pour 300 diapos avec paniers,Hama,,-100.0,-100.0,,-100.0,-100.0,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,2024-01,2024,1
47,B00006IVNZ,"Hama Dragonne universelle avec fermeture à clip (pour appareils photo compacts, à relâchement rapide, longueur de 45 cm, nylon) Noir",Hama,6.08,,2.88,1.0,,0.0,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,71.01,54.29729316409237,2024-01,2024,1
48,B00006IVSE,"Hama Feuillets pour CD (avec 60 fiches pour étiquetage, archivage, 10 étuis pour 6 CD/DVD/Blu-Ray, adaptés aux dossiers A4, Format A4, pour Le Rangement) Transparent",Hama,19.76,-54.82,,4.0,-55.56,,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,73.59,42.392994988190566,2024-01,2024,1
49,B00006IVSZ,"Hama Pochette ""Pare-soleil"" (pour véhicule, pour 12 CD/DVD/Blu-Ray) Noir",Hama,,-100.0,-100.0,,-100.0,-100.0,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,2024-01,2024,1
50,B00006IVT5,"Hama Convertisseurs de pas ""GS 5000"" (pas 1/4"" => 3/8"", ensemble de 10 pièces pour tête de trépied) Argent",Hama,15.45,,,3.0,,,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,50.18,33.41323744839526,2024-01,2024,1
51,B00006IVVB,"Hama Boîtier standard double (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 10) Noir/Transparent",Hama,99.2,75.42,-29.2,16.0,77.78,-36.0,,,-100.0,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,47.79,54.41193214163725,2024-01,2024,1
52,B00006IVVD,"Hama Rack (pour CD, pour 20 boîtiers CD) Noir",Hama,86.6,11.11,-15.5,10.0,11.11,-23.08,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,58.27,57.796072207895264,2024-01,2024,1
53,B00006IVVX,Hama Ruban isolant autosoudant,Hama,,-100.0,-100.0,,-100.0,-100.0,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,2024-01,2024,1
54,B00006IVX3,"Hama Câble réseau (RJ11, modulaire, connecteurs mâles 6p4c, 3m) Blanc",Hama,2.08,,-75.0,1.0,,-75.0,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,69.75,68.68537666174298,2024-01,2024,1
55,B00006IVXB,Hama Adaptateur d'antenne (fiche mâle ISO 90° - fiche femelle DIN) Noir/Argent,Hama,,,-100.0,,,-100.0,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,2024-01,2024,1
56,B00006J4DM,Hama Adaptateur d'antenne (DIN mâle - ISO Femelle) Argent,Hama,21.24,-30.77,-92.91,9.0,-30.77,-93.53,,,-100.0,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,73.38,49.661613427179205,2024-01,2024,1
57,B00006J4EP,"Hama Boîtier standard (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 10) Noir/Transparent",Hama,2246.97,-1.13,39.23,457.0,-1.08,20.9,4.0,-63.64,-69.23,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,61.78,64.12705003113972,2024-01,2024,1
58,B00006J4FD,"Hama Multiprise 6 Prises 16A avec Interrupteur (Rallonge multiprises 1.4m, Bloc 6 Prises Type F Schuko, 3680W Max, Idéal Bureau PC luminaires, Atelier, Meuble TV, Garage) Blanc",Hama,46.08,80.0,944.9,9.0,80.0,800.0,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,54.88,45.31791907514451,2024-01,2024,1
59,B00006J4G6,"Hama Jeu de câbles d'adaptation pour enceintes III (pour Opel,Renault,Seat,Volkswagen, câble adaptateur pour haut-parleur III, Adaptateur de câble) Noir",Hama,21.12,-14.29,-2.04,6.0,-14.29,-14.29,1.0,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,61.14,64.20245720886275,2024-01,2024,1
60,B00006J4G7,"Hama Présentoir de Distributeur de pastilles adhésives (500 coins photos, diamètre de 10 mm, papier/viskose) Transparent",Hama,341.88,-0.67,54.52,148.0,-0.67,43.69,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,41.37,45.768337205443075,2024-01,2024,1
61,B00006J4GB,"Hama Mini-trépied Flexi (avec Jambes Flexibles et Clip, Taille M) Noir",Hama,,,-100.0,,,-100.0,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,2024-01,2024,1
62,B00006J4GF,"Hama Fiche d'antenne (DIN mâle, à visser, 1 pièce) Gris/Noir",Hama,29.9,100.0,453.7,10.0,100.0,400.0,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,63.38,60.59273422562141,2024-01,2024,1
63,B00006J4GV,"Hama Multiprise 3 Prises 16A avec Interrupteur (Rallonge multiprises 3m, Bloc 3 Prises Type F Schuko, Idéal Bureau PC luminaires, Atelier, Meuble TV, Garage) Blanc",Hama,126.63,-70.42,-92.92,21.0,-70.42,-93.9,,,-100.0,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,56.68,51.72476729330169,2024-01,2024,1
64,B00006J4HS,"Hama Présentoir de Distributeur de pastilles adhésives (10 distributeurs, 500 coins photos, diamètre de 10 mm, PP anti statique) Transparent",Hama,13.8,100.0,518.83,6.0,100.0,500.0,1.0,0.0,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,83.77,88.82409076450004,2024-01,2024,1
65,B00006J4IM,"Hama Préamplificateur phono stéréo ""PA 506"" (avec alimentation secteur 230V/50 Hz, pour platines, 3000mA, câble Cinch 0,9 m) Noir",Hama,61.78,-78.81,-59.51,2.0,-77.78,-60.0,,-100.0,-100.0,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,44.08,41.714772404656,2024-01,2024,1
66,B00006J6EV,"Hama Boîtier Double (pour DVD, Convient également aux CD et disques Blu-Ray, avec Film pour l'insertion de la Jaquette, Lot de 5) Noir",Hama,32.5,-23.08,-53.54,10.0,-23.08,-58.33,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,76.46,74.06761600309987,2024-01,2024,1
67,B00006J6F3,"Hama Pochettes, DIN A4, pour 8 photos au format 10x15 cm, blanc, 10 pcs",Hama,9.24,,,2.0,,,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,70.76,41.440702781844806,2024-01,2024,1
68,B00006J6F7,"Hama Étuis photo, DIN A4, 4-8 photos format 10 x 15 cm, transparents, 10 p.",Hama,,,-100.0,,,-100.0,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,2024-01,2024,1
69,B00006J6GZ,Hama Adaptateur d'antenne (fiche mâle DIN - fiche femelle Hirschmann) Noir/Argent,Hama,,,-100.0,,,-100.0,,,,2_app,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,2024-01,2024,1
70,B00006J6H0,Hama Adaptateur d'antenne (fiche ISO mâle 90° - fiche DIN Femelle) Argent,Hama,,,-100.0,,,-100.0,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,2024-01,2024,1
71,B00006J6HP,"Hama Casier de rangement Spirit II (système de classement sur socle pour CD, pour 44 boîtiers CD, porte-CD pour le rangement, organisateur antidérapant) Noir",Hama,128.35,-58.83,-82.54,14.0,-58.82,-84.27,,,-100.0,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,60.82,53.13182493229667,2024-01,2024,1
72,B00006J6I7,"Adaptateur d'antenne, fiche mâle DIN - fiche femelle ISO",Hama,3.53,-74.71,15.74,1.0,-75.0,0.0,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,60.79,65.60543924023311,2024-01,2024,1
73,B00006J6IE,"Hama Clé de déverrouillage (pour autoradios Audi, Volkswagen, DaimlerChrysler, 2 pièces) Gris",Hama,4.54,0.0,-74.2,1.0,0.0,-75.0,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,57.96,56.00541115083583,2024-01,2024,1
