,ASIN,Nom du produit,Marque,COGS,COGS LM (%),COGS SPLY (%),Unités,Unités LM (%),Unités SPLY (%),Retours,Retours LM (%),Retours SPLY (%),Source (Fabrication ou Approvisionnement),is_in_vendor_central,Item no.,EAN,Item,Extras,Size,Description Item,Cat. 1,Cat. 2,Cat. 3,Cat. 4,Visible,Title Content,Variations,Brand store URL,Images,Videos,AI summary,Code,Catalogue,Ads Impressions CM,Ads Clicks CM,Ads CTR CM,Ads Units 14d CM,Ads Costs CM,Ads RoAS CM,Ads CVR CM,Sell-out CM,Sell-out PM,Total sell-out CM,Total sell-out PM,Units CM,Units PM,SRP,Margin,Replacements CM,Replacements PM,Stock,Stock value,Total stock,Total stock value,Reviews,Avg. stars,Stars,Coverage,Rank 1,Rank 2,Buy Box,Buy Box PM,Days not Buy Box,Views CM,Views PM,CVR CM,CVR PM,is_in_amvisor,Net PPM,Net PPM SPLY,extract_date,annee,mois
10,B00005KHTC,"Hama Filtre polarisant (circulaire, Traité, 62mm, 2 couches par face) Noir",Hama,20.22,0.0,-20.11,1.0,0.0,0.0,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.77,41.536177105831534,2025-01,2025,1
11,B00005KHTD,"Hama Filtre Polarisant Circulaire 67mm, Traité Double Couche par Face, Monture Métalique Noir Epaisseur 6mm",Hama,,-100.0,,,-100.0,,,,,1_fab,True,00072567,4007249725677,"Hama Filtre polarisant circulaire, Traité",,,REGULAR,Photo & Accessories,Optics & Cleaning,Camera,Filters,Yes,"Hama Filtre polarisant (circulaire, Traité, 67mm, 2 couches par face) Noir",B00005K4A4 B00005K4A5 B00005KHT8 B00005KHT9 B00005KHTA B00005KHTB B00005KHTC B00005KHTD B00005KHTE B00005QF8K B00006J4JQ B00006J4JR B00006JDQ1 B006JWQD72 B006JXO4AE B006JXO6UW B006JXO6YS B006JXO76A B006JXO8E6 B006JYGHQC B006JYGKB4 B006JYGN7A,,3.0,,"Les clients apprécient la qualité du filtre. Ils le décrivent comme un bon produit, bien fini et offrant de très bons résultats sur les caméras Panasonic Lumix DMC FZ150. Le rapport qualité-prix est excellent et il permet d'obtenir des photos plus jolies. De plus, les clients soulignent qu'il permet une amélioration significative des images, notamment pour les paysages d'été. La réduction des reflets est également mentionnée.

Aspect positif de Qualité
Aspect positif de Rapport qualité-prix
Aspect positif de Qualité d'image
Aspect positif de Réduction des reflets
Aspect positif de Efficacité
Aspect positif de Qualité des couleurs
Aspect positif de Polarisation
Aspect positif de Facilité d'utilisation",PR,STO,,,,,,,,0.0,0.0,0.0,70.5,0.0,0.0,37.49,12.1,0.0,0.0,0.0,0.0,3.0,70.5,742.0,4.4,1415.0,,514.0,531.0,Amazon,100.0,,,81.0,,3.7,True,0.0,0.0,2025-01,2025,1
12,B00005KHTE,"Hama Filtre polarisant (circulaire, Traité, 77mm, 2 couches par face) Noir",Hama,47.0,0.0,,2.0,0.0,,1.0,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.32,23.265807243707798,2025-01,2025,1
13,B00005KHU3,"Hama Pare-soleil caoutchouté pour objectifs standard, 67mm",Hama,,,-100.0,,,-100.0,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,2025-01,2025,1
14,B00005QF86,Hama Filtre UV (390 (O-Haze) HTMC Ø 72 mm) Noir,Hama,,,-100.0,,,-100.0,,,,1_fab,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,2025-01,2025,1
15,B00005QF9N,"Hama Attache Rapide pour Trépied, Click II (Plateau Rapide Tête de Trépied, Fixation Rapide pour Appareil Photo/Caméscope à Filetage 1/4"" 6.4mm, pour Trépieds Gamma) Noir",Hama,186.6,42.64,17.76,30.0,42.86,57.89,,-100.0,,1_fab,True,00004376,4007249043764,"Hama Plaque de fixation pour trépied ""Click II""",Noir,,REGULAR,Photo & Accessories,New Photo & Stative,Camera,Holders & Mounting,Yes,"Hama Attache rapide pour Trépied, ""Click II"" (Plateau Rapide Tête de Trépied, Fixation Rapide pour Appareil Photo / Caméscope à Filetage 1/4 "" 6.4mm, pour Trépieds Gamma) Noir",B00005QF9N B00006J9YI B000L30E8E B00194ILYI B00CCRQ616 B00CCRQ61G B00CCRQ61Q B00CCRQ620 B00HD6MXRM B00HD6MY0I,,3.0,,"Les clients apprécient la qualité du plateau de trépied. Ils le décrivent comme un bon produit, impeccable et adapté à leurs besoins. Le produit est conforme à l'original, solide et stable sur les pieds. De plus, ils mentionnent que c'est une fonctionnalité utile. Cependant, les avis divergent concernant son prix.

Aspect positif de Qualité
Aspect positif de Conformité
Aspect positif de Stabilité
Aspect positif de Fonctionnalité
Aspect mixte de Ajustement
Aspect négatif de Prix",PR,STO,8040.0,177.0,2.2015,10.0,29.97,3.02,5.65,31.1,62.2,167.94,130.82,5.0,10.0,9.99,44.4,0.0,0.0,1.0,6.22,9.0,55.98,323.0,4.2,918.0,0.1,,,Amazon,70.0,,535.0,442.0,5.05,4.75,True,38.82,32.42295164119268,2025-01,2025,1
16,B00005QFAY,"Hama Étuis à négatifs, Papier Cristal, 7 Bandes de 6 négatifs, 24x36cm, 100 pièces",Hama,1289.52,63.49,96.71,82.0,64.0,86.36,2.0,,,1_fab,True,00002251,4007249022516,Hama Étuis à négatifs,,7 bandes de 6 néga.24x36cm100p.,REGULAR,Picture World,Storage & Design,Photo Storage & Presentation,Storage & Archiving,Yes,"Hama Étuis à négatifs, papier cristal, 7 bandes de 6 négatifs, 24x36cm, 100 pièces, Blanc",B00005QFAY B00005QFAZ B00005QFB0 B00006IVE7 B00006JA17 B00006JA8E,,5.0,,"Les clients apprécient la solidité et la qualité du produit. Ils le trouvent bien conçu, pratique et utile pour les négatifs. De plus, ils mentionnent qu'il est mieux que les pochettes en plastique. Certains soulignent également sa praticité et son prix abordable. Cependant, les avis divergent sur la taille des pochettes.

Aspect positif de Fragilité
Aspect positif de Praticité
Aspect positif de Rangement des négatifs
Aspect positif de Prix
Aspect positif de Pratique
Aspect mixte de Taille",PR,STO,29227.0,148.0,0.5064,33.0,63.93,15.61,22.3,911.18,502.72,1210.97,788.76,58.0,32.0,26.49,41.0,0.0,0.0,8.0,125.68,13.0,204.23,342.0,4.7,1215.0,0.4,1.0,1.0,Amazon,85.0,,463.0,343.0,16.63,14.58,True,53.29,51.068519405845706,2025-01,2025,1
17,B00005QFAZ,"Hama Étuis à négatifs (Lot de 25 Pochettes Rangement Diapos/Negatifs Photo, pour Classeurs à Anneaux, 4 Bandes/Feuille, en Papier Cristal)",Hama,106.86,30.0,-51.85,13.0,30.0,-51.85,,,,1_fab,True,00002256,4007249022561,"Hama Étuis à négatifs, papier cristal, 4 bandes de 3 négatifs, 6x6 cm, 25p.",Transparent,Glassine mat,NOT ACTIVE,Picture World,Storage & Design,Photo Storage & Presentation,Storage & Archiving,Inactive,,,,,,,EOL,,,,,,,,,0.0,0.0,82.2,82.2,0.0,0.0,12.99,,0.0,0.0,0.0,0.0,25.0,205.5,,,,,14.0,20.0,,,,77.0,47.0,12.99,21.28,True,37.39,38.76620010368066,2025-01,2025,1
18,B00005QFB0,"Hama Étuis à négatifs, papier cristal, 7 bandes de 6 négatifs, 24x36cm, 25 pièces",Hama,276.12,62.35,-14.75,52.0,62.5,-14.75,,,,1_fab,True,00002250,4007249022509,Hama Étuis à négatifs,,7 bandes de 6 négat.24x36cm25p.,REGULAR,Picture World,Storage & Design,Photo Storage & Presentation,Storage & Archiving,Yes,"Hama Étuis à négatifs, papier cristal, 7 bandes de 6 négatifs, 24x36cm, 25 pièces",B00005QFAY B00005QFAZ B00005QFB0 B00006IVE7 B00006JA17 B00006JA8E,,3.0,,"Les clients sont satisfaits de la qualité du produit. Ils le décrivent comme bon et correct pour le service auquel il est destiné. La taille adaptée aux négatifs de 6 clichés est parfaite, bien proportionnée et compatible avec les négatifs 24x36. Le produit est facile d'utilisation, fonctionnel et protège efficacement les pellicules grâce à son papier qui ne raye pas les négatifs.

Aspect positif de Qualité
Aspect positif de Taille adaptée
Aspect positif de Facilité d'utilisation
Aspect positif de Fonctionnalité
Aspect positif de Protection
Aspect positif de Rangement des négatifs",PR,STO,2375.0,31.0,1.3053,4.0,2.4,30.01,12.9,47.79,122.13,249.57,170.08,9.0,23.0,10.99,63.8,0.0,0.0,18.0,95.58,45.0,238.95,180.0,4.6,917.0,1.3,6.0,2.0,Amazon,75.0,,291.0,234.0,16.15,13.68,True,61.33,59.58997279440342,2025-01,2025,1
19,B00005QFBX,"Classeur à négatifs, 4 anneaux, niv. rempl. 45mm, housse de protection",Hama,,,-100.0,,,-100.0,,,,1_fab,True,00002298,4007249022981,Hama Classeur à négatifs,Gris,niveau rempliss. 45 mm,NOT ACTIVE,Picture World,Storage & Design,Photo Storage & Presentation,Storage & Archiving,Yes,"Hama Classeur à négatifs (4 anneaux, niveau de remplissage 45 mm, feuilles rectangulaires, album à négatifs d'une pellicule photo, housse de protection) Noir",B00005QFBX B00005YVGK B00006IV93 B00006IVNY B00006JAPF B00006JDOB,,5.0,,"Les clients apprécient la qualité du classeur. Ils le décrivent comme un beau produit haut de gamme, épais et relativement hermétique. L'apparence est fidèle aux images et les clients mentionnent que c'est bon pour ranger des documents. Cependant, ils trouvent son prix cher par rapport au classeur.

Aspect positif de Qualité
Aspect positif de Apparence
Aspect négatif de Prix",EOL,PUA,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,31.99,,0.0,0.0,0.0,0.0,0.0,0.0,86.0,4.4,319.0,,9.0,14.0,universclub,,,,,,,True,0.0,0.0,2025-01,2025,1
20,B00005QFCJ,"Hama Adaptateur Cassette VHS-C/VHS (Convertisseur Vidéo VHS C vers VHS, Cassette Adaptatrice Motorisée pour magnétoscope, 6 Mm, Non Compatible 8mm/MiniDV/Hi8) Noir",Hama,11781.75,-16.3,41.28,576.0,-16.16,41.52,50.0,212.5,-31.51,1_fab,True,00044704,4007249447043,Hama Cassette adaptatrice VHS-C/VHS motorisée,,,REGULAR,Photo & Accessories,Studio & Diverse,Camera,Adapters,Yes,"Hama Adaptateur cassette VHS-C/VHS '00044704' (Convertisseur vidéo, cassette adaptatrice motorisée, 6 mm) Noir",B00005QFCJ,,13.0,2.0,"Les clients apprécient le bon rapport qualité-prix du produit. Ils mentionnent également sa lisibilité et son aspect simple. Cependant, les avis divergent sur la fiabilité, la fragilité, la facilité d'utilisation et la compatibilité.

Aspect positif de Rapport qualité-prix
Aspect positif de Lisibilité
Aspect mixte de Fiabilité
Aspect mixte de Fragilité
Aspect mixte de Facilité d'utilisation
Aspect mixte de Compatibilité
Aspect négatif de Bruit
Aspect négatif de Dommages",PR,STO,102131.0,1883.0,1.8437,292.0,277.61,26.06,15.51,0.0,0.0,10982.64,14076.63,0.0,0.0,41.99,17.8,0.0,0.0,0.0,0.0,343.0,7028.07,901.0,4.0,3840.0,,735.0,7.0,Amazon,95.0,,9835.0,11099.0,5.46,6.19,True,40.21,44.58365672469232,2025-01,2025,1
21,B00005UPB7,"Hama Boîtier Standard (pour CD et disques Blu-Ray, Étui Protecteur pour CD, Paquet de 5) Transparent",Hama,3.29,-94.45,-98.57,1.0,-94.44,-98.57,,-100.0,,1_fab,True,00044748,4007249447487,Hama Boîtier CD standard,Transparent,lot de 5,REGULAR,Consumer Electronics,Storage,Universal,Storage & Archiving,Yes,"Hama Boîtier standard (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 5) Transparent",B00005UPB7 B00005UPBH B00005UPC8 B00006IVVB B00006J4EP B00006JBG4 B00006JCRV B0CDP9TX2K,,3.0,,"Les clients apprécient le bon rapport qualité-prix de ces boîtiers. Ils les trouvent utiles et fonctionnels, permettant un rangement optimal des CD et Blu-ray. Cependant, certains soulignent que la finesse du plastique est légèrement moins épais que ceux des CD achetés. Les avis sont partagés sur la solidité et la protection.

Aspect positif de Rapport qualité-prix
Aspect positif de Praticité
Aspect positif de Rangement des cd
Aspect positif de Conformité
Aspect mixte de Fragilité
Aspect mixte de Protection
Aspect négatif de Épaisseur
Aspect négatif de Solidité",PR,TUA,15.0,0.0,,0.0,0.0,,,0.0,6.56,3.29,59.32,0.0,2.0,5.99,,0.0,0.0,0.0,0.0,0.0,0.0,1627.0,4.2,6529.0,,41.0,251.0,Other,45.0,44.0,4.0,208.0,25.0,8.65,True,46.81,46.1455047318612,2025-01,2025,1
22,B00005UPBH,"Hama Boîtier standard double (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 5) Transparent",Hama,45.63,-35.0,-81.43,13.0,-35.0,-81.43,,-100.0,-100.0,1_fab,True,00044752,4007249447524,Hama Boîtier CD standard double,Transparent,lot de 5,REGULAR,Consumer Electronics,Storage,Universal,Storage & Archiving,Yes,"Hama Boîtier standard double (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 5) Transparent, 10 CD",B00005UPB7 B00005UPBH B00005UPC8 B00006IVVB B00006J4EP B00006JBG4 B00006JCRV B0CDP9TX2K,,3.0,,"Les clients apprécient le bon rapport qualité-prix de ces boîtiers. Ils les trouvent utiles et fonctionnels, permettant un rangement optimal des CD et Blu-ray. Cependant, certains soulignent que la finesse du plastique est légèrement moins épais que ceux des CD achetés. Les avis sont partagés sur la solidité et la protection.

Aspect positif de Rapport qualité-prix
Aspect positif de Praticité
Aspect positif de Rangement des cd
Aspect positif de Conformité
Aspect mixte de Fragilité
Aspect mixte de Protection
Aspect négatif de Épaisseur
Aspect négatif de Solidité",PR,STO,,,,,,,,31.59,35.1,31.59,70.2,9.0,10.0,5.99,23.3,0.0,0.0,310.0,1088.1,322.0,1130.22,1623.0,4.2,6529.0,25.0,223.0,83.0,Amazon,80.0,,205.0,215.0,4.39,9.3,True,43.25,42.129359049288915,2025-01,2025,1
23,B00005UPC3,"Hama Câble d'alimentation secteur 3 pôles terre (pour connecter divers appareils tels les appareils froids, mâle avec contact de protectection femelle 3 pôles, câble de longueur 1,5 m) Noir",Hama,,,-100.0,,,-100.0,,,,1_fab,True,00044219,4007249442192,"Hama Câble secteur p. app. froids,mâle avec contact de protect.-femelle 3p",Noir,"3-Pin Socket (non-heating devices) / Fiche secteur ""Schuko""1,5m",NOT ACTIVE,Cables,Computer,Universal,Cables,Yes,"Hama Câble d'alimentation secteur 3 pôles terre (pour connecter divers appareils tels les appareils froids, mâle avec contact de protectection femelle 3 pôles, câble de longueur 1,5 m) Noir",B00005UPC3 B00006JAMZ B005IB5HRW B006103DIY,,10.0,,"Les clients sont satisfaits de la fonctionnalité du câble d'alimentation. Ils le décrivent comme un produit conforme à l'utilisation souhaitée et marche bien. De plus, ils mentionnent que c'est un bon câble classique qui ne présente pas de surprise. Le rapport qualité-prix est jugé excellent.

Aspect positif de Fonctionnalité
Aspect positif de Qualité
Aspect positif de Qualité du câble
Aspect positif de Rapport qualité-prix
Aspect positif de Compatibilité
Aspect positif de Conformité
Aspect positif de Pratique",EOL,PUA,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.99,,0.0,0.0,0.0,0.0,0.0,0.0,301.0,4.6,2565.0,,1753.0,354.0,GlobalShop-Europe,,222.0,,,,,True,0.0,0.0,2025-01,2025,1
24,B00005UPC4,"Hama Rack (pour CD, pour 20 boîtiers CD) Gris",Hama,225.68,-7.14,550.0,26.0,-7.14,550.0,,,,1_fab,True,00048402,4007249484024,Hama Porte-CD-ROM,Gris,pour 20 CD-ROM,REGULAR,Consumer Electronics,Storage,Universal,Storage & Archiving,Yes,"Hama Rack (pour CD, pour 20 boîtiers CD) Gris",B00005UPC4 B00006IVSE B00006IVSY B00006IVVD B00006J6HP B00006JA73 B00006JAKM B00006JAXF B00006JCWM B0000AHIBX B0002VFMEG B0009V8VAQ B000JFY3RM B000L9MBGQ B000L9MBI4 B000R5OH3Y B000RMSSBE B000S8B51C B000S8B51M B0015L7HRW B001SLN3CC B0CPF35NTR,,3.0,,"Les clients apprécient le rangement du produit, notamment sa capacité de stockage qui permet d'organiser les CD et DVD. Ils mentionnent que c'est un excellent produit solide, bien conçu et conforme aux attentes des clients. Le produit est pratique pour classer et choisir les CD. L'ajustement est bon, il correspond bien aux besoins des clients et la taille est adaptée. De plus, les clients soulignent son esthétique jolie, belle finition et originalité. Certains sont satisfaits du montage et de la protection, tandis que d'autres ont des avis partagés sur le rapport qualité-prix.

Aspect positif de Rangement
Aspect positif de Solidité
Aspect positif de Pratique
Aspect positif de Ajustement
Aspect positif de Esthétique
Aspect positif de Montage
Aspect positif de Protection
Aspect mixte de Rapport qualité-prix",PR,STO,,,,,,,,52.08,78.12,225.68,243.04,6.0,9.0,15.99,55.5,0.0,0.0,21.0,182.28,53.0,460.04,1512.0,4.4,6775.0,2.6,318.0,170.0,Amazon,100.0,,254.0,189.0,10.24,14.81,True,55.76,58.47928683796539,2025-01,2025,1
25,B00005UPC8,"Hama Boîtier standard double (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 10) Transparent",Hama,697.96,-3.7,477.59,105.0,-2.78,483.33,,-100.0,,1_fab,True,00044753,4007249447531,Hama Boîtier CD standard double,Transparent,lot de 10,REGULAR,Consumer Electronics,Storage,Universal,Storage & Archiving,Yes,"Hama Boîtier standard double (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 10) Transparent",B00005UPB7 B00005UPBH B00005UPC8 B00006IVVB B00006J4EP B00006JBG4 B00006JCRV B0CDP9TX2K,,1.0,,"Les clients apprécient le bon rapport qualité-prix de ces boîtiers. Ils les trouvent utiles et fonctionnels, permettant un rangement optimal des CD et Blu-ray. Cependant, certains soulignent que la finesse du plastique est légèrement moins épais que ceux des CD achetés. Les avis sont partagés sur la solidité et la protection.

Aspect positif de Rapport qualité-prix
Aspect positif de Praticité
Aspect positif de Rangement des cd
Aspect positif de Conformité
Aspect mixte de Fragilité
Aspect mixte de Protection
Aspect négatif de Épaisseur
Aspect négatif de Solidité",NP,TUA,61567.0,572.0,0.9291,68.0,71.42,14.48,11.89,288.52,415.91,677.83,724.79,43.0,62.0,11.99,32.8,0.0,0.0,48.0,322.08,63.0,422.73,1623.0,4.2,6529.0,2.3,62.0,28.0,Amazon,100.0,,1029.0,959.0,9.91,11.26,True,50.56,58.49820664121254,2025-01,2025,1
